Region,City,Latitude,Longitude,Season,Rainfall,Temperature,Humidity,SoilMoisture,RiverLevel,WindSpeed,Pressure,PopulationDensity,InfrastructureIndex,PrimaryThreat,RiskLevel
Maharashtra,Mumbai,19.06686720354266,72.92190299292412,Post-Monsoon,3.7,25.0,74.2,71.8,3.86,5.3,1011.2,17259,7.1,None,Low
Assam,Guwahati,26.14716349282527,91.78545523569673,Winter,35.2,18.9,61.9,64.7,1.13,10.6,1005.4,15314,2.1,None,Low
West Bengal,Kolkata,22.664485558097134,88.3231232879425,Post-Monsoon,33.6,18.3,58.2,32.3,1.01,10.3,1000.3,15086,4.8,None,Low
West Bengal,Kolkata,22.488239968171314,88.35026572571958,Summer,35.0,37.7,14.9,18.9,4.29,15.3,1006.1,13348,6.7,None,Low
Kerala,Kochi,9.928808346956137,76.31468159141035,Post-Monsoon,28.1,37.9,78.2,30.7,2.17,8.3,1014.5,14136,5.9,None,Low
Odisha,Bhubaneswar,20.37778397396546,85.85820768974423,Post-Monsoon,8.1,11.9,28.7,40.5,2.13,12.5,1010.2,11205,4.3,None,Low
Gujarat,Ahmedabad,22.982737921561238,72.54283119754824,Winter,44.0,13.4,53.1,63.4,3.48,13.8,1004.0,12885,4.0,None,Low
Rajasthan,Jaipur,26.96452505318494,75.8525822093334,Winter,21.6,36.1,20.7,23.5,4.47,16.1,1008.3,20941,7.5,None,Low
Odisha,Bhubaneswar,20.373038323954624,85.86445584290303,Summer,35.6,39.0,18.1,18.9,2.49,6.6,1007.5,19909,6.3,None,Low
Kerala,Kochi,9.945912277484075,76.17791205417443,Monsoon,549.8,10.5,80.6,92.1,7.89,13.9,1008.3,5516,2.4,Flood,High
Gujarat,Ahmedabad,23.088433967867438,72.59404178648059,Post-Monsoon,22.6,11.0,54.7,74.2,4.24,12.0,1007.0,19279,6.1,None,Low
Uttarakhand,Dehradun,30.32002078433354,77.98369464440121,Winter,0.7,22.3,37.2,77.4,1.13,6.1,1010.6,12955,7.1,None,Low
Odisha,Bhubaneswar,20.276657576534227,85.90367595733912,Post-Monsoon,329.7,39.0,21.9,74.2,3.22,179.1,959.0,12696,7.6,Cyclone,High
Tamil Nadu,Chennai,13.093715751089476,80.35857037506,Winter,12.4,13.0,30.9,27.2,1.53,15.8,1009.8,10483,2.5,None,Low
Uttarakhand,Dehradun,30.394797704070815,78.09937332615219,Summer,43.9,47.1,16.9,12.7,3.61,17.2,1006.1,16064,5.4,None,Low
Kerala,Kochi,9.862524107539395,76.340499829541,Summer,43.6,39.2,12.8,17.2,2.26,16.7,1003.0,19031,5.0,None,Low
Delhi,New Delhi,28.58951661902778,77.26278804966637,Post-Monsoon,42.9,11.0,73.4,29.5,1.13,6.4,1012.7,19865,2.6,None,Low
Gujarat,Ahmedabad,23.059978645175306,72.53042269531207,Post-Monsoon,36.2,33.8,41.7,16.5,1.49,6.9,1008.6,14029,3.3,None,Low
Uttarakhand,Dehradun,30.259188216317682,77.94033767683388,Summer,27.0,43.7,12.0,3.1,4.36,12.9,1011.0,20388,2.2,None,Low
Gujarat,Ahmedabad,23.037884666013028,72.54142411557585,Winter,27.0,20.7,68.9,78.5,1.59,13.0,1006.8,2687,7.3,None,Low
West Bengal,Kolkata,22.489803867926796,88.3127291047063,Winter,11.3,29.5,22.5,76.7,3.84,7.6,1001.2,22558,5.1,None,Low
Delhi,New Delhi,28.51463218933491,77.23977528035114,Post-Monsoon,31.9,21.4,38.1,32.0,1.74,6.3,1003.2,8132,4.9,None,Low
Odisha,Bhubaneswar,20.218627703009474,85.83839130009551,Monsoon,789.7,10.0,94.7,99.9,6.11,6.2,1000.1,18922,3.5,None,Low
West Bengal,Kolkata,22.634007051992167,88.34955118772136,Summer,45.0,35.3,25.7,15.4,2.35,12.5,1008.6,15350,2.7,None,Low
Odisha,Bhubaneswar,20.389230912605154,85.84616306139708,Winter,16.1,30.3,38.5,29.2,4.71,10.0,1004.4,7125,6.5,None,Low
Uttarakhand,Dehradun,30.39489184303742,78.11759475604026,Summer,11.3,45.1,35.1,17.0,3.94,14.8,1006.1,14747,7.0,None,Low
Delhi,New Delhi,28.616143405251545,77.21336429077313,Monsoon,266.6,21.9,90.1,95.8,7.49,19.4,1000.2,16214,8.4,None,Low
Delhi,New Delhi,28.712803473353585,77.27514281850148,Monsoon,136.5,14.1,82.5,96.0,6.47,11.6,1007.7,9156,9.0,None,Low
Uttarakhand,Dehradun,30.309761619783885,77.99824447289447,Post-Monsoon,31.7,25.2,39.8,70.0,3.14,6.5,1011.6,5258,4.3,None,Low
West Bengal,Kolkata,22.651572867703678,88.41031952827382,Summer,6.9,46.5,15.2,0.4,4.84,14.7,1008.6,14569,6.0,Drought,Moderate
Gujarat,Ahmedabad,23.091187131444816,72.48917198185717,Winter,21.1,36.8,54.1,64.7,2.29,18.4,1014.0,15870,7.7,None,Low
Rajasthan,Jaipur,26.97765063827322,75.72652322686507,Monsoon,128.6,25.6,86.2,93.4,6.27,9.8,1013.0,2017,2.8,None,Low
Kerala,Kochi,9.894997017271635,76.22041626080708,Winter,18.6,27.9,48.2,21.8,2.0,12.4,1011.7,2714,5.4,None,Low
Tamil Nadu,Chennai,13.178319454853833,80.33208062440407,Winter,9.6,38.3,55.6,30.9,2.3,15.4,1010.2,10026,4.9,None,Low
West Bengal,Kolkata,22.586141604924908,88.45561310592639,Winter,11.3,13.4,46.4,27.5,2.04,13.3,1015.0,5375,5.3,None,Low
Gujarat,Ahmedabad,23.046890983529842,72.56420319505709,Summer,19.6,44.9,38.1,1.1,3.46,10.0,1002.3,9445,6.6,None,Low
Tamil Nadu,Chennai,13.06590329487263,80.30003441798503,Winter,21.5,38.3,34.4,51.0,1.42,16.6,1013.8,17774,2.5,None,Low
Rajasthan,Jaipur,26.837822122626573,75.70424303687588,Summer,50.0,46.9,25.7,15.8,4.01,13.6,1002.1,4178,3.5,None,Low
Kerala,Kochi,9.86972906443493,76.29724708623296,Monsoon,775.7,37.0,87.8,91.9,6.84,7.4,1009.9,11165,4.7,None,Low
Gujarat,Ahmedabad,22.95018149692491,72.48812944380141,Summer,49.7,42.3,33.2,7.0,4.46,11.1,1014.0,1408,4.1,None,Low
Odisha,Bhubaneswar,20.2508446662266,85.91936894401714,Summer,13.2,40.5,16.6,15.7,4.31,5.1,1012.0,11157,6.6,None,Low
Rajasthan,Jaipur,26.938420294622606,75.77283261499674,Summer,33.2,48.0,29.6,2.3,3.75,5.3,1011.4,12936,5.8,None,Low
Assam,Guwahati,26.160959163259513,91.82878381861852,Post-Monsoon,18.6,13.7,53.7,75.8,2.61,12.3,1004.8,22278,8.8,None,Low
West Bengal,Kolkata,22.521421861559464,88.43832135916253,Winter,15.3,20.9,76.9,15.8,2.67,6.2,1007.3,9411,6.7,None,Low
Rajasthan,Jaipur,26.823632147057072,75.82271900803194,Monsoon,358.4,25.0,72.1,92.7,5.96,13.1,1001.2,12530,7.7,None,Low
Kerala,Kochi,9.853424299610108,76.22826752063727,Summer,27.6,39.4,22.2,6.7,1.35,10.1,1006.9,2811,4.1,None,Low
West Bengal,Kolkata,22.582027000036266,88.3191022027965,Monsoon,427.6,24.9,82.5,90.3,5.79,13.1,1012.3,4391,7.5,None,Low
Rajasthan,Jaipur,26.942838078465645,75.74153060827894,Summer,8.0,40.0,23.2,14.0,1.93,8.0,1014.1,23586,3.2,Drought,Moderate
Tamil Nadu,Chennai,13.149568147899084,80.23083264047847,Winter,26.8,22.3,21.5,43.7,2.47,18.1,1013.8,16519,5.6,None,Low
Gujarat,Ahmedabad,23.037962424873463,72.49766142337359,Post-Monsoon,17.7,37.4,74.4,24.7,2.09,13.3,1010.7,2280,3.1,None,Low
Odisha,Bhubaneswar,20.236293985607805,85.8174144280263,Winter,47.9,20.3,64.3,41.7,2.82,9.9,1001.3,2473,4.0,None,Low
Delhi,New Delhi,28.668528528553168,77.14213028031922,Post-Monsoon,16.3,12.0,21.6,36.3,4.41,10.9,1009.0,6744,7.9,None,Low
Gujarat,Ahmedabad,22.976559114569287,72.65102066460668,Post-Monsoon,33.3,10.4,52.8,12.4,1.41,19.2,1004.4,12660,6.0,None,Low
Uttarakhand,Dehradun,30.23842195096519,77.9395995873871,Post-Monsoon,33.6,21.1,52.4,78.0,3.76,11.0,1012.3,5615,7.0,None,Low
Rajasthan,Jaipur,26.92242302208438,75.68992841716236,Monsoon,137.0,33.1,96.8,82.6,5.84,16.4,1011.4,6403,2.7,None,Low
Delhi,New Delhi,28.592390628682598,77.1748246964841,Post-Monsoon,30.1,23.7,76.8,58.6,1.2,5.2,1006.1,23005,6.4,None,Low
Maharashtra,Mumbai,19.023736523265455,72.79574120548843,Monsoon,680.5,24.8,95.0,97.1,7.19,8.3,1009.0,1644,2.9,Flood,High
Tamil Nadu,Chennai,13.037634966585552,80.25523010421414,Post-Monsoon,30.4,15.3,44.7,17.8,1.97,6.6,1001.9,9086,7.3,None,Low
Odisha,Bhubaneswar,20.373833707391398,85.9079958997812,Post-Monsoon,34.4,12.0,46.0,27.5,4.35,11.5,1003.2,18995,7.0,None,Low
Rajasthan,Jaipur,26.814052802965033,75.85560259819337,Winter,28.5,33.2,66.6,13.6,3.16,7.0,1012.7,12379,8.5,None,Low
Maharashtra,Mumbai,19.100367369639407,72.94846284205165,Post-Monsoon,48.0,38.5,34.9,36.0,3.09,12.6,1006.5,12644,8.2,None,Low
Uttarakhand,Dehradun,30.256921979974692,78.0365118630148,Post-Monsoon,41.4,22.7,47.5,36.6,4.81,9.2,1000.8,6504,4.3,None,Low
Maharashtra,Mumbai,19.01023379994121,72.8238767009974,Summer,15.9,43.6,28.1,9.7,1.1,19.8,1001.1,3430,7.3,None,Low
Gujarat,Ahmedabad,22.97806718886962,72.47294137313317,Summer,26.4,45.8,33.9,6.1,3.3,12.8,1004.6,13290,2.4,None,Low
Rajasthan,Jaipur,26.891839893221857,75.69119963768291,Winter,5.7,17.2,53.1,71.2,4.55,8.2,1002.9,12031,6.2,None,Low
Assam,Guwahati,26.13458248697985,91.75854574464731,Winter,35.1,16.9,48.7,73.0,1.55,8.4,1004.4,23010,3.0,None,Low
West Bengal,Kolkata,22.588152967213816,88.40906553659661,Post-Monsoon,43.1,33.0,64.8,52.5,1.73,8.8,1002.4,8936,8.8,None,Low
Tamil Nadu,Chennai,13.15616467362517,80.32782209531997,Monsoon,749.1,25.9,86.3,82.4,6.58,9.6,1008.5,22845,3.3,None,Low
Rajasthan,Jaipur,26.837177014202872,75.74464809343644,Winter,2.3,14.0,32.2,51.4,2.23,12.6,1002.0,20131,7.0,None,Low
Kerala,Kochi,9.991481901090035,76.34367158107715,Winter,6.1,37.2,38.2,30.7,2.57,7.0,1007.7,23251,5.2,None,Low
West Bengal,Kolkata,22.613301345487702,88.31619898461922,Post-Monsoon,44.6,37.6,70.3,18.5,3.59,6.2,1012.3,15846,3.0,None,Low
Delhi,New Delhi,28.515399565521722,77.2160028877435,Post-Monsoon,2.5,31.8,45.4,78.7,2.63,19.7,1015.0,9191,3.3,None,Low
Rajasthan,Jaipur,26.900375240608895,75.85592182025256,Summer,38.3,38.3,11.9,14.6,3.13,14.8,1010.5,9364,2.3,None,Low
Tamil Nadu,Chennai,13.130244303178321,80.24439526798938,Winter,41.5,31.8,32.1,17.1,1.39,19.4,1004.3,14406,3.4,None,Low
Tamil Nadu,Chennai,13.027111323354728,80.2557581750311,Winter,42.0,32.8,29.3,34.2,2.11,16.1,1002.2,8252,3.3,None,Low
Kerala,Kochi,9.929708806641086,76.24616664207996,Post-Monsoon,6.1,14.0,48.7,55.3,1.86,11.2,1000.2,13094,8.7,None,Low
Kerala,Kochi,9.899771173199472,76.3429436386164,Summer,22.5,47.4,14.8,9.3,3.59,11.9,1001.6,19402,3.6,None,Low
Kerala,Kochi,9.905367337080136,76.17014918160386,Winter,42.8,22.9,36.4,11.0,2.87,9.4,1001.7,12229,5.6,None,Low
Tamil Nadu,Chennai,12.993603381533879,80.25320995151023,Summer,1.1,39.1,13.6,4.1,2.57,8.4,1011.0,16168,4.8,Drought,Moderate
Odisha,Bhubaneswar,20.217550844933296,85.8884196293679,Post-Monsoon,0.1,29.3,39.1,32.6,1.97,11.9,1005.6,11030,4.3,None,Low
Maharashtra,Mumbai,19.132972041945116,72.8932222923323,Summer,5.7,35.3,24.4,1.8,3.9,11.6,1009.9,7418,2.8,Drought,Moderate
Odisha,Bhubaneswar,20.385700726770278,85.83769359898326,Summer,43.0,45.5,35.1,12.3,3.77,11.9,1007.2,18045,6.1,None,Low
Delhi,New Delhi,28.67767879642465,77.23365589549975,Summer,21.7,40.4,32.7,0.6,3.77,19.3,1010.6,21730,8.4,None,Low
Gujarat,Ahmedabad,22.994796175486314,72.64973102307299,Winter,3.2,16.7,31.6,26.5,1.02,18.7,1008.0,5347,3.5,None,Low
Delhi,New Delhi,28.576484306248293,77.23625023859407,Monsoon,325.5,25.9,85.6,87.3,7.74,15.5,1013.5,9075,8.9,Flood,Moderate
Assam,Guwahati,26.17678082680716,91.74922794088349,Post-Monsoon,20.1,12.5,31.4,32.0,3.24,6.3,1012.7,10307,4.0,None,Low
Kerala,Kochi,9.89374074931545,76.21748872915614,Summer,19.8,39.3,19.8,13.5,3.92,17.9,1007.7,13827,4.9,None,Low
Delhi,New Delhi,28.618131318898193,77.23316739329492,Monsoon,263.0,38.3,74.8,96.8,8.39,15.0,1002.0,18292,8.6,None,Low
West Bengal,Kolkata,22.554589056584792,88.29084105413806,Post-Monsoon,43.7,21.9,28.9,11.0,1.73,10.9,1014.1,13905,3.0,None,Low
Assam,Guwahati,26.069782227312114,91.8231345852688,Winter,43.7,28.0,54.9,32.2,2.24,5.7,1005.6,18873,5.3,None,Low
Uttarakhand,Dehradun,30.294800870252956,78.05045011898837,Summer,13.5,39.6,20.8,17.1,2.94,17.7,1013.1,4942,8.6,None,Low
Maharashtra,Mumbai,19.173990694739235,72.95667235211947,Summer,13.8,41.6,22.6,9.4,1.82,13.9,1003.3,3432,5.9,None,Low
Gujarat,Ahmedabad,23.11468781521229,72.56592850937984,Winter,19.3,20.0,39.7,65.3,2.23,6.1,1010.6,15241,4.3,None,Low
Gujarat,Ahmedabad,22.932141080030735,72.4759999203056,Winter,10.2,31.8,40.7,30.9,2.45,8.0,1012.7,24929,2.0,None,Low
Delhi,New Delhi,28.63136165910081,77.24840877494522,Summer,24.5,47.6,26.6,3.5,4.9,14.6,1010.4,23932,3.8,None,Low
Gujarat,Ahmedabad,23.11221354163426,72.65249324754953,Winter,34.5,18.8,67.7,72.4,1.49,17.5,1004.5,2620,8.6,None,Low
Delhi,New Delhi,28.709669907335773,77.12683704760714,Monsoon,374.2,34.9,85.4,81.7,6.41,7.3,1009.1,7946,7.0,None,Low
Rajasthan,Jaipur,26.97791227495645,75.84698478601604,Summer,47.9,40.3,35.6,17.9,3.35,5.4,1003.6,24782,7.2,None,Low
Tamil Nadu,Chennai,13.147310950094369,80.24962245304094,Summer,6.8,47.3,10.3,9.7,3.54,12.9,1014.5,15280,3.8,Drought,Moderate
Odisha,Bhubaneswar,20.35969963589662,85.89379678529417,Summer,39.9,41.6,20.5,3.4,1.9,9.7,1014.0,14953,6.3,None,Low
Maharashtra,Mumbai,19.16566964455774,72.96646083040368,Winter,11.5,36.9,68.1,33.1,2.38,13.7,1004.6,15384,6.3,None,Low
Delhi,New Delhi,28.699170785283567,77.24217101086742,Monsoon,340.9,37.1,95.0,87.3,5.53,7.1,1010.4,8397,6.1,None,Low
Tamil Nadu,Chennai,13.08921998974358,80.36633551006005,Monsoon,568.5,30.4,97.2,99.1,6.9,10.0,1010.5,5783,3.2,None,Low
Kerala,Kochi,9.837888552457132,76.36178990534069,Summer,42.3,38.2,37.0,17.9,1.03,9.1,1003.9,12628,5.8,None,Low
Tamil Nadu,Chennai,13.06808752753854,80.29541063044006,Summer,49.7,46.5,15.8,10.6,4.89,12.3,1013.7,10577,2.1,None,Low
Rajasthan,Jaipur,26.930451527269245,75.7672247211096,Winter,10.4,24.4,63.0,61.6,3.25,10.4,1014.2,22518,4.7,None,Low
Kerala,Kochi,9.901342019026638,76.22559603185125,Monsoon,569.9,34.3,89.1,91.6,6.07,15.4,1005.9,15638,8.1,None,Low
Maharashtra,Mumbai,19.028053328526138,72.93542153053347,Winter,38.5,26.6,33.8,70.4,1.1,7.3,1003.3,13939,4.4,None,Low
West Bengal,Kolkata,22.535456923845466,88.29027568353884,Post-Monsoon,32.8,23.4,21.3,51.3,2.9,11.5,1000.9,3867,4.1,None,Low
Odisha,Bhubaneswar,20.2225143412638,85.82214485596272,Winter,29.3,29.7,70.2,49.2,4.59,10.8,1005.3,1369,2.2,None,Low
Kerala,Kochi,9.832139942322218,76.24816700601461,Post-Monsoon,39.2,11.0,23.4,30.3,2.86,7.6,1001.8,3883,3.1,None,Low
Gujarat,Ahmedabad,23.12169106684032,72.56795501257058,Winter,14.1,27.6,71.4,54.5,1.79,18.5,1003.0,6021,4.4,None,Low
Maharashtra,Mumbai,19.147533311565116,72.97730762340447,Winter,47.8,29.7,27.1,71.2,1.43,6.4,1012.5,2420,4.7,None,Low
Odisha,Bhubaneswar,20.2388864081707,85.91894205111353,Post-Monsoon,35.0,25.3,62.8,10.5,3.49,9.7,1007.8,6009,8.0,None,Low
Gujarat,Ahmedabad,23.07519935482438,72.65079778368255,Monsoon,262.3,12.6,99.1,94.8,4.45,12.0,1006.5,18438,5.0,None,Low
Delhi,New Delhi,28.595370662597396,77.13515678238345,Monsoon,326.9,20.5,75.4,88.4,4.05,7.2,1007.3,10985,3.9,None,Low
Gujarat,Ahmedabad,23.017959039195684,72.54779295067729,Winter,47.9,31.5,54.1,75.2,3.69,7.1,1005.1,1193,6.9,None,Low
Odisha,Bhubaneswar,20.355308584021476,85.74959929777172,Summer,4.7,36.9,28.4,3.5,4.37,10.7,1009.9,20283,5.5,Drought,Moderate
Tamil Nadu,Chennai,13.124496986802907,80.26006454399673,Winter,0.7,13.5,60.2,26.9,2.55,11.3,1005.6,23945,7.2,None,Low
Assam,Guwahati,26.074804251501796,91.80552776647309,Monsoon,382.4,31.9,80.9,93.2,9.05,7.6,1001.0,15588,6.5,Flood,Moderate
Assam,Guwahati,26.088624859662097,91.83594181694286,Summer,32.3,39.9,23.0,0.5,2.22,19.7,1006.4,8885,7.7,None,Low
Kerala,Kochi,9.927689643059729,76.21520550926104,Winter,31.6,16.7,38.1,56.1,2.79,6.6,1014.6,14190,4.3,None,Low
Assam,Guwahati,26.15317584253077,91.7784393485437,Summer,45.3,42.5,15.9,6.2,1.19,9.6,1010.9,1341,5.7,None,Low
Maharashtra,Mumbai,19.12877525628546,72.78778629552909,Winter,38.7,27.9,59.2,20.9,1.66,9.0,1008.7,15893,4.3,None,Low
Odisha,Bhubaneswar,20.37532116315219,85.7585399512826,Winter,30.5,16.8,21.1,29.1,1.45,19.5,1011.2,3699,2.5,None,Low
Gujarat,Ahmedabad,23.045621768034,72.55071877300601,Post-Monsoon,4.1,16.9,67.1,67.6,3.68,7.4,1000.3,8346,4.9,None,Low
Delhi,New Delhi,28.530770642858922,77.11249164132145,Winter,16.6,20.4,43.3,20.6,4.6,12.6,1010.1,5770,6.1,None,Low
Gujarat,Ahmedabad,23.112394816325104,72.49114089986084,Summer,36.8,38.7,25.8,5.5,4.39,18.5,1002.2,11538,5.3,None,Low
Maharashtra,Mumbai,19.088910174524834,72.82537094023911,Winter,50.0,25.5,68.8,47.8,1.39,5.5,1008.4,23825,5.0,None,Low
Gujarat,Ahmedabad,23.025369540000767,72.64541081137186,Monsoon,318.9,22.8,83.0,82.4,4.73,19.1,1000.4,24285,3.9,None,Low
Gujarat,Ahmedabad,23.068122539368265,72.54462765448251,Winter,26.6,22.7,46.5,20.1,4.71,11.9,1013.8,1541,2.3,None,Low
Assam,Guwahati,26.118951456905886,91.74980988525412,Monsoon,566.0,17.9,92.2,94.9,8.07,11.6,1004.2,9946,8.1,Flood,Moderate
Delhi,New Delhi,28.580451149101393,77.18344807764281,Post-Monsoon,13.2,22.1,23.8,72.8,1.85,10.7,1014.0,20747,8.8,None,Low
Assam,Guwahati,26.149671121417366,91.69502015903164,Post-Monsoon,19.0,35.3,26.5,32.5,3.12,15.1,1000.1,3942,8.8,None,Low
Gujarat,Ahmedabad,22.945939826375223,72.47559240058888,Post-Monsoon,10.4,25.9,21.1,15.8,3.85,7.4,1008.8,18517,3.4,None,Low
Gujarat,Ahmedabad,22.950084113514972,72.66240382865892,Winter,42.6,27.1,57.5,54.3,2.07,7.5,1010.0,8290,7.9,None,Low
Delhi,New Delhi,28.616292187021052,77.1704203833686,Summer,17.6,42.2,11.5,18.5,2.14,18.5,1014.8,23905,8.7,None,Low
Uttarakhand,Dehradun,30.356364185303377,77.93952954131022,Post-Monsoon,35.5,21.4,26.9,20.0,3.42,17.3,1008.8,18188,3.9,None,Low
Rajasthan,Jaipur,26.83626883902569,75.80851866477046,Winter,23.5,39.7,66.9,13.5,1.33,16.6,1003.9,17687,8.9,None,Low
Kerala,Kochi,9.982749956490775,76.24147804225551,Monsoon,495.5,19.6,84.4,85.1,6.09,5.1,1002.0,2630,8.2,None,Low
Kerala,Kochi,9.967854839159374,76.21190297775598,Monsoon,228.2,22.4,84.7,92.3,8.51,14.0,1003.0,2275,8.4,None,Low
Assam,Guwahati,26.110226630621984,91.68058602980217,Post-Monsoon,38.0,28.4,33.0,15.0,4.5,17.9,1005.1,12579,7.6,None,Low
Uttarakhand,Dehradun,30.253702772285752,78.0671920543377,Monsoon,239.3,33.5,94.6,95.9,6.74,16.0,1000.3,5053,5.7,None,Low
West Bengal,Kolkata,22.662298029069877,88.41004178317415,Summer,24.8,44.4,38.4,17.2,4.59,16.7,1010.0,21402,5.7,None,Low
West Bengal,Kolkata,22.572933404789186,88.43025726818544,Post-Monsoon,14.1,12.8,59.2,56.5,3.59,7.3,1003.7,4476,6.6,None,Low
Tamil Nadu,Chennai,13.093970253239297,80.21159517312144,Summer,6.8,39.1,24.7,19.4,2.49,7.5,1011.8,22008,7.5,None,Low
Delhi,New Delhi,28.549818576531184,77.24823803597883,Summer,27.8,36.2,14.4,0.7,2.49,16.8,1006.5,7644,7.7,None,Low
Assam,Guwahati,26.173565690180766,91.73276671371526,Winter,21.5,17.2,63.6,52.9,3.18,19.1,1010.1,19687,4.7,None,Low
Assam,Guwahati,26.05388151485504,91.71354720219102,Summer,11.6,41.0,26.9,4.6,1.92,8.1,1009.7,18727,3.9,None,Low
Assam,Guwahati,26.04790609047767,91.76869385042049,Monsoon,513.2,13.5,91.0,94.2,5.68,19.2,1006.0,3010,2.4,None,Low
West Bengal,Kolkata,22.661260010888398,88.36866496868191,Winter,39.3,37.1,36.3,24.4,2.6,8.3,1011.8,21795,6.7,None,Low
Rajasthan,Jaipur,26.943461665142927,75.72511818858955,Summer,41.6,37.7,34.7,15.5,4.68,17.2,1014.7,20952,2.2,None,Low
Assam,Guwahati,26.19546277906442,91.7840057866093,Winter,20.2,22.8,58.0,40.4,1.38,7.3,1005.6,8258,2.8,None,Low
Kerala,Kochi,9.956156372610172,76.32681187073052,Monsoon,207.8,23.0,94.4,96.0,8.31,19.7,1013.4,6076,5.7,None,Low
Uttarakhand,Dehradun,30.303373725909296,77.93569865439332,Monsoon,314.3,16.1,79.0,90.4,8.4,11.1,1008.9,9686,7.9,Flood,Moderate
Kerala,Kochi,9.97287554013603,76.16813077157056,Monsoon,286.6,13.7,78.9,81.9,5.04,12.8,1009.8,22546,2.1,None,Low
Rajasthan,Jaipur,26.815943195462484,75.83725280647073,Summer,45.2,45.6,36.3,6.8,4.43,7.7,1012.9,1447,4.3,None,Low
Assam,Guwahati,26.073620609720148,91.65357978973829,Post-Monsoon,49.4,26.4,44.3,36.8,4.25,6.5,1006.6,18718,8.0,None,Low
Gujarat,Ahmedabad,23.053927597379346,72.54433475706367,Winter,10.0,23.1,21.9,33.2,3.57,5.5,1012.8,9555,5.1,None,Low
Uttarakhand,Dehradun,30.40502481723266,78.09622262041836,Summer,50.0,38.9,17.3,7.4,2.83,19.8,1001.2,17444,8.2,None,Low
Rajasthan,Jaipur,26.945343048360453,75.82974721610024,Post-Monsoon,28.6,19.8,51.3,13.7,1.32,5.8,1014.9,13686,7.3,None,Low
Maharashtra,Mumbai,19.146827662253575,72.9117409549599,Winter,13.4,33.2,20.2,74.7,4.16,12.1,1008.8,24786,7.2,None,Low
Gujarat,Ahmedabad,22.992517253214146,72.64045455415122,Monsoon,208.6,34.3,91.8,99.2,6.84,17.4,1008.2,2762,2.5,None,Low
Maharashtra,Mumbai,19.08654340763762,72.9559455752795,Summer,28.5,40.2,14.8,7.3,1.42,16.4,1004.1,23137,3.6,None,Low
Gujarat,Ahmedabad,22.9710672974258,72.59133644500673,Monsoon,332.7,22.4,81.1,89.4,3.68,5.3,1010.1,21239,3.2,None,Low
Delhi,New Delhi,28.637547900534,77.28043148586046,Post-Monsoon,25.9,36.6,45.5,76.4,1.32,9.0,1000.8,20569,7.6,None,Low
Odisha,Bhubaneswar,20.226321368613792,85.81924993017024,Monsoon,628.5,16.9,81.3,98.7,6.84,13.6,1001.5,24829,8.8,None,Low
Rajasthan,Jaipur,26.92174880209486,75.87268587177685,Winter,21.6,24.5,26.6,34.9,2.68,10.4,1012.0,14752,6.4,None,Low
Uttarakhand,Dehradun,30.35540683033363,78.05233118569167,Monsoon,338.1,11.7,85.5,89.7,5.47,18.9,1009.3,11849,6.8,None,Low
Gujarat,Ahmedabad,22.965257956319874,72.55034150222072,Post-Monsoon,18.9,30.4,65.6,36.8,1.57,8.8,1010.7,22822,4.0,None,Low
West Bengal,Kolkata,22.583905023679844,88.45708487401072,Post-Monsoon,27.5,10.6,20.1,18.5,3.82,18.9,1005.5,20571,3.8,None,Low
Assam,Guwahati,26.103815054136238,91.77281333858805,Summer,49.6,37.4,10.7,12.6,4.96,13.9,1011.8,13900,6.5,None,Low
Odisha,Bhubaneswar,20.2590289458888,85.81152596918011,Post-Monsoon,49.2,24.5,64.1,39.7,2.49,9.0,1009.3,14042,5.4,None,Low
West Bengal,Kolkata,22.55603384470952,88.44222887066131,Winter,42.7,14.7,31.4,67.2,2.28,12.5,1011.5,5203,6.1,None,Low
Kerala,Kochi,9.86945588246438,76.17145021005871,Monsoon,228.7,15.1,98.4,89.4,7.76,18.1,1014.1,23038,7.4,None,Low
Delhi,New Delhi,28.620877209911573,77.28359324729712,Winter,48.0,30.2,27.4,24.7,3.78,19.2,1011.8,19830,4.9,None,Low
Maharashtra,Mumbai,19.013615229428066,72.91630895357227,Monsoon,592.6,14.6,98.6,87.6,8.06,7.5,1014.6,6511,5.8,Flood,Moderate
Uttarakhand,Dehradun,30.35639678998683,78.03369168670916,Post-Monsoon,16.1,23.5,68.5,45.8,3.59,5.9,1013.3,7373,7.9,None,Low
Maharashtra,Mumbai,19.035190737148902,72.86814046758519,Winter,34.0,21.0,79.9,71.8,3.86,6.8,1014.4,9518,4.5,None,Low
Odisha,Bhubaneswar,20.37266615206436,85.75101900783615,Post-Monsoon,48.8,11.9,54.3,51.6,4.29,9.2,1008.1,13836,7.4,None,Low
Delhi,New Delhi,28.611653472476984,77.14625459685573,Monsoon,382.7,32.9,85.2,92.0,6.59,19.0,1011.2,9771,3.7,None,Low
Gujarat,Ahmedabad,23.07962548601774,72.55142485657677,Monsoon,270.0,24.4,77.9,92.4,7.61,12.1,1011.2,19182,2.4,None,Low
Maharashtra,Mumbai,19.097958866563044,72.90719949891471,Summer,18.4,35.8,26.8,3.1,2.7,18.7,1014.8,18703,3.1,None,Low
Delhi,New Delhi,28.711546028805927,77.27301003184672,Post-Monsoon,35.5,26.9,70.2,46.7,2.51,6.8,1001.5,11618,6.9,None,Low
